"Nr","Company","Location_HQ","Region","USState","Country","Continent","Laid_Off","layoff_date","Percentage","Company_Size_before_Layoffs","Company_Size_after_layoffs","industry_clean","Stage","Money_Raised_in__mil","Year","latitude","longitude","industry_grouped","layoff_severity_bucket","pct_laid_off_bucket","layoff_month","layoff_quarter","year_month","calculated_pct_laid_off","company_stage_simplified","funding_bucket","is_large_layoff"
284,"Monzo","London","other","England","UK","Europe","120","2020-06-03","8","1500","1380","FINANCE","Series F","324",2020,"51.4893335","-0.144055085","Finance / Fintech","Medium","Low (≤10%)","2020-06","Q2","2020-06","8.0","Other / Mid-Stage","High (>$200M)",0
288,"Ethos Life","San Francisco","San Francisco Bay Area","California","USA","North America","18","2020-06-05","14","129","111","FINANCE","Series C","106",2020,"37.7792588","-122.4193286","Finance / Fintech","Small","Medium (11–25%)","2020-06","Q2","2020-06","14.0","Late Stage","Medium ($50–200M)",0
291,"SynapseFI","San Francisco","San Francisco Bay Area","California","USA","North America","63","2020-06-12","48","131","68","FINANCE","Series B","50",2020,"37.7792588","-122.4193286","Finance / Fintech","Medium","High (26–50%)","2020-06","Q2","2020-06","48.1","Early Stage","Medium ($50–200M)",0
294,"PaisaBazaar","Gurugram","other","Haryana","India","Asia","1500","2020-06-16","50","3000","1500","FINANCE","Series G","496",2020,"28.4646148","77.0299194","Finance / Fintech","Large","High (26–50%)","2020-06","Q2","2020-06","50.0","Other / Mid-Stage","High (>$200M)",1
297,"Navi","Bengaluru","other","Karnataka","India","Asia","40","2020-06-17","25","160","120","FINANCE","Private Equity","582",2020,"12.98815675","77.62260004","Finance / Fintech","Small","Medium (11–25%)","2020-06","Q2","2020-06","25.0","Late Stage","High (>$200M)",0
298,"Intuit","Mountain View","San Francisco Bay Area","California","USA","North America","715","2020-06-22","7","10214","9499","FINANCE","Post-IPO","18",2020,"37.3893889","-122.0832101","Finance / Fintech","Large","Low (≤10%)","2020-06","Q2","2020-06","7.0","Public","Low (<$50M)",1
301,"ScaleFactor","Austin","other","Texas","USA","North America","90","2020-06-23","90","100","10","FINANCE","Series C","103",2020,"30.2711286","-97.7436995","Finance / Fintech","Medium","Very High (>50%)","2020-06","Q2","2020-06","90.0","Late Stage","Medium ($50–200M)",0
309,"Lighter Capital","Seattle","Cascadia","Washington","USA","North America","22","2020-07-20","49","45","23","FINANCE","Series B","15",2020,"47.6038321","-122.330062","Finance / Fintech","Small","High (26–50%)","2020-07","Q3","2020-07","48.9","Early Stage","Low (<$50M)",0
1749,"Simpl","Bengaluru","other","Karnataka","India","Asia","100","2024-05-08","15","667","567","FINANCE","Series B","71",2024,"12.98815675","77.62260004","Finance / Fintech","Medium","Medium (11–25%)","2024-05","Q2","2024-05","15.0","Early Stage","Medium ($50–200M)",0
313,"Zeitgold","Berlin","other","Berlin","Germany","Europe","75","2020-07-27","72","104","29","FINANCE","Series B","60",2020,"52.5170365","13.3888599","Finance / Fintech","Medium","Very High (>50%)","2020-07","Q3","2020-07","72.1","Early Stage","Medium ($50–200M)",0
323,"GoBear","Singapore","other","non","Singapore","Asia","22","2020-09-01","11","200","178","FINANCE","Unknown","97",2020,"1.2899175","103.8519072","Finance / Fintech","Small","Medium (11–25%)","2020-09","Q3","2020-09","11.0","Unknown / Other","Medium ($50–200M)",0
13,"Ladder Life","Palo Alto","San Francisco Bay Area","California","USA","North America","13","2020-03-23","25","52","39","FINANCE","Series C","94",2020,"37.4443293","-122.1598465","Finance / Fintech","Small","Medium (11–25%)","2020-03","Q1","2020-03","25.0","Late Stage","Medium ($50–200M)",0
331,"Aya","Toronto","other","Ontario","Canada","North America","5","2020-11-19","25","20","15","FINANCE","Seed","3",2020,"43.6534817","-79.3839347","Finance / Fintech","Small","Medium (11–25%)","2020-11","Q4","2020-11","25.0","Early Stage","Low (<$50M)",0
1653,"Synctera","Palo Alto","San Francisco Bay Area","California","USA","North America","17","2024-03-26","15","113","96","FINANCE","Series A","79",2024,"37.4443293","-122.1598465","Finance / Fintech","Small","Medium (11–25%)","2024-03","Q1","2024-03","15.0","Early Stage","Medium ($50–200M)",0
371,"Blend","San Francisco","San Francisco Bay Area","California","USA","North America","200","2022-04-19","10","2000","1800","FINANCE","Post-IPO","665",2022,"37.7792588","-122.4193286","Finance / Fintech","Medium","Low (≤10%)","2022-04","Q2","2022-04","10.0","Public","High (>$200M)",0
1641,"Stash","New York City","other","New York","USA","North America","80","2024-03-13","25","320","240","FINANCE","Unknown","480",2024,"40.7127281","-74.0060152","Finance / Fintech","Medium","Medium (11–25%)","2024-03","Q1","2024-03","25.0","Unknown / Other","High (>$200M)",0
376,"Robinhood","Menlo Park","San Francisco Bay Area","California","USA","North America","340","2022-04-26","9","3778","3438","FINANCE","Post-IPO","5600",2022,"37.4519671","-122.177992","Finance / Fintech","Large","Low (≤10%)","2022-04","Q2","2022-04","9.0","Public","High (>$200M)",1
380,"Mainstreet","San Francisco","San Francisco Bay Area","California","USA","North America","45","2022-05-04","30","150","105","FINANCE","Series A","64",2022,"37.7792588","-122.4193286","Finance / Fintech","Small","High (26–50%)","2022-05","Q2","2022-05","30.0","Early Stage","Medium ($50–200M)",0
1626,"Melio","New York City","other","New York","USA","North America","40","2024-03-04","7","571","531","FINANCE","Series D","504",2024,"40.7127281","-74.0060152","Finance / Fintech","Small","Low (≤10%)","2024-03","Q1","2024-03","7.0","Late Stage","High (>$200M)",0
1617,"Treasury Prime","San Francisco","San Francisco Bay Area","California","USA","North America","40","2024-02-28","40","100","60","FINANCE","Series C","71",2024,"37.7792588","-122.4193286","Finance / Fintech","Small","High (26–50%)","2024-02","Q1","2024-02","40.0","Late Stage","Medium ($50–200M)",0
389,"Doma","Huntington Beach","other","California","USA","North America","310","2022-05-10","15","2067","1757","FINANCE","Post-IPO","679",2022,"33.6783336","-118.000016","Finance / Fintech","Large","Medium (11–25%)","2022-05","Q2","2022-05","15.0","Public","High (>$200M)",1
408,"Klarna","Stockholm","other","non","Sweden","Europe","700","2022-05-23","10","7000","6300","FINANCE","Unknown","3700",2022,"59.3251172","18.0710935","Finance / Fintech","Large","Low (≤10%)","2022-05","Q2","2022-05","10.0","Unknown / Other","High (>$200M)",1
410,"Bolt","San Francisco","San Francisco Bay Area","California","USA","North America","240","2022-05-25","27","889","649","FINANCE","Series E","1300",2022,"37.7792588","-122.4193286","Finance / Fintech","Large","High (26–50%)","2022-05","Q2","2022-05","27.0","Late Stage","High (>$200M)",1
411,"Coterie Insurance","Cincinnati","other","Ohio","USA","North America","30","2022-05-25","20","150","120","FINANCE","Series B","70",2022,"39.1014537","-84.5124602","Finance / Fintech","Small","Medium (11–25%)","2022-05","Q2","2022-05","20.0","Early Stage","Medium ($50–200M)",0
412,"Kontist","Berlin","other","Berlin","Germany","Europe","50","2022-05-25","25","200","150","FINANCE","Series B","53",2022,"52.5170365","13.3888599","Finance / Fintech","Small","Medium (11–25%)","2022-05","Q2","2022-05","25.0","Early Stage","Medium ($50–200M)",0
1587,"Wint Wealth","Nashik","other","Maharashtra","India","Asia","19","2024-02-14","20","95","76","FINANCE","Series A","16",2024,"20.0112475","73.7902364","Finance / Fintech","Small","Medium (11–25%)","2024-02","Q1","2024-02","20.0","Early Stage","Low (<$50M)",0
414,"Nuri","Berlin","other","Berlin","Germany","Europe","45","2022-05-25","20","225","180","FINANCE","Series B","42",2022,"52.5170365","13.3888599","Finance / Fintech","Small","Medium (11–25%)","2022-05","Q2","2022-05","20.0","Early Stage","Low (<$50M)",0
418,"Uncapped","London","other","England","UK","Europe","29","2022-05-27","26","112","83","FINANCE","Unknown","118",2022,"51.4893335","-0.144055085","Finance / Fintech","Small","High (26–50%)","2022-05","Q2","2022-05","25.9","Unknown / Other","Medium ($50–200M)",0
420,"SumUp","Sao Paulo","other","State of São Paulo","Brazil","South America","100","2022-05-30","3","3333","3233","FINANCE","Unknown","50",2022,"-23.5506507","-46.6333824","Finance / Fintech","Medium","Low (≤10%)","2022-05","Q2","2022-05","3.0","Unknown / Other","Medium ($50–200M)",0
423,"Tomo","Stamford","other","Connecticut","USA","North America","44","2022-05-31","33","133","89","FINANCE","Series A","110",2022,"41.0534302","-73.5387341","Finance / Fintech","Small","High (26–50%)","2022-05","Q2","2022-05","33.1","Early Stage","Medium ($50–200M)",0
425,"Curve","London","other","England","UK","Europe","65","2022-06-01","10","650","585","FINANCE","Series C","182",2022,"51.4893335","-0.144055085","Finance / Fintech","Medium","Low (≤10%)","2022-06","Q2","2022-06","10.0","Late Stage","Medium ($50–200M)",0
434,"PolicyGenius","New York City","other","New York","USA","North America","170","2022-06-02","25","680","510","FINANCE","Series E","286",2022,"40.7127281","-74.0060152","Finance / Fintech","Medium","Medium (11–25%)","2022-06","Q2","2022-06","25.0","Late Stage","High (>$200M)",0
442,"Rupeek","Bengaluru","other","Karnataka","India","Asia","180","2022-06-07","15","1200","1020","FINANCE","Unknown","172",2022,"12.98815675","77.62260004","Finance / Fintech","Medium","Medium (11–25%)","2022-06","Q2","2022-06","15.0","Unknown / Other","Medium ($50–200M)",0
1532,"PayPal","San Jose","San Francisco Bay Area","California","USA","North America","2500","2024-01-30","9","27778","25278","FINANCE","Post-IPO","216",2024,"37.3361663","-121.890591","Finance / Fintech","Large","Low (≤10%)","2024-01","Q1","2024-01","9.0","Public","High (>$200M)",1
1529,"Block","San Francisco","San Francisco Bay Area","California","USA","North America","1000","2024-01-30","10","10000","9000","FINANCE","Post-IPO","150",2024,"37.7792588","-122.4193286","Finance / Fintech","Large","Low (≤10%)","2024-01","Q1","2024-01","10.0","Public","Medium ($50–200M)",1
451,"Stashaway","Singapore","other","non","Singapore","Asia","31","2022-06-09","14","221","190","FINANCE","Series D","61",2022,"1.2899175","103.8519072","Finance / Fintech","Small","Medium (11–25%)","2022-06","Q2","2022-06","14.0","Late Stage","Medium ($50–200M)",0
454,"Albert","Los Angeles","other","California","USA","North America","20","2022-06-10","8","250","230","FINANCE","Series C","175",2022,"34.0536909","-118.242766","Finance / Fintech","Small","Low (≤10%)","2022-06","Q2","2022-06","8.0","Late Stage","Medium ($50–200M)",0
458,"Freetrade","London","other","England","UK","Europe","45","2022-06-10","15","300","255","FINANCE","Unknown","133",2022,"51.4893335","-0.144055085","Finance / Fintech","Small","Medium (11–25%)","2022-06","Q2","2022-06","15.0","Unknown / Other","Medium ($50–200M)",0
1501,"Brex","San Francisco","San Francisco Bay Area","California","USA","North America","282","2024-01-23","20","1410","1128","FINANCE","Series D","2",2024,"37.7792588","-122.4193286","Finance / Fintech","Large","Medium (11–25%)","2024-01","Q1","2024-01","20.0","Late Stage","Low (<$50M)",1
474,"Wealthsimple","Toronto","other","Ontario","Canada","North America","159","2022-06-15","13","1223","1064","FINANCE","Unknown","900",2022,"43.6534817","-79.3839347","Finance / Fintech","Medium","Medium (11–25%)","2022-06","Q2","2022-06","13.0","Unknown / Other","High (>$200M)",0
479,"Socure","Reno","other","Nevada","USA","North America","69","2022-06-17","13","531","462","FINANCE","Series E","646",2022,"39.5261206","-119.8126581","Finance / Fintech","Medium","Medium (11–25%)","2022-06","Q2","2022-06","13.0","Late Stage","High (>$200M)",0
489,"Ebanx","Curitiba","other","State of Paraná","Brazil","South America","340","2022-06-21","20","1700","1360","FINANCE","Series B","460",2022,"-25.4295963","-49.2712724","Finance / Fintech","Large","Medium (11–25%)","2022-06","Q2","2022-06","20.0","Early Stage","High (>$200M)",1
1453,"Treasure Financial","San Francisco","San Francisco Bay Area","California","USA","North America","14","2024-01-09","60","23","9","FINANCE","Series A","14",2024,"37.7792588","-122.4193286","Finance / Fintech","Small","Very High (>50%)","2024-01","Q1","2024-01","60.9","Early Stage","Low (<$50M)",0
499,"Vouch","San Francisco","San Francisco Bay Area","California","USA","North America","15","2022-06-23","7","214","199","FINANCE","Series C","159",2022,"37.7792588","-122.4193286","Finance / Fintech","Small","Low (≤10%)","2022-06","Q2","2022-06","7.0","Late Stage","Medium ($50–200M)",0
501,"Bestow","Dallas","other","Texas","USA","North America","41","2022-06-24","14","293","252","FINANCE","Series C","137",2022,"32.7762719","-96.7968559","Finance / Fintech","Small","Medium (11–25%)","2022-06","Q2","2022-06","14.0","Late Stage","Medium ($50–200M)",0
503,"Ethos Life","San Francisco","San Francisco Bay Area","California","USA","North America","40","2022-06-24","12","333","293","FINANCE","Series D","406",2022,"37.7792588","-122.4193286","Finance / Fintech","Small","Medium (11–25%)","2022-06","Q2","2022-06","12.0","Late Stage","High (>$200M)",0
504,"Sunday","Atlanta","other","Georgia","USA","North America","90","2022-06-24","23","391","301","FINANCE","Series A","124",2022,"33.7489924","-84.3902644","Finance / Fintech","Medium","Medium (11–25%)","2022-06","Q2","2022-06","23.0","Early Stage","Medium ($50–200M)",0
1398,"Bolt","San Francisco","San Francisco Bay Area","California","USA","North America","130","2023-12-14","29","450","320","FINANCE","Series E","1300",2023,"37.7792588","-122.4193286","Finance / Fintech","Medium","High (26–50%)","2023-12","Q4","2023-12","28.9","Late Stage","High (>$200M)",0
527,"Finleap Connect","Hamburg","other","Hamburg","Germany","Europe","14","2022-06-30","10","140","126","FINANCE","Series A","22",2022,"53.550341","10.000654","Finance / Fintech","Small","Low (≤10%)","2022-06","Q2","2022-06","10.0","Early Stage","Low (<$50M)",0
1388,"Chipper Cash","San Francisco","San Francisco Bay Area","California","USA","North America","15","2023-12-11","33","45","30","FINANCE","Series C","302",2023,"37.7792588","-122.4193286","Finance / Fintech","Small","High (26–50%)","2023-12","Q4","2023-12","33.3","Late Stage","High (>$200M)",0
529,"Stash Financial","New York City","other","New York","USA","North America","40","2022-06-30","8","500","460","FINANCE","Unknown","480",2022,"40.7127281","-74.0060152","Finance / Fintech","Small","Low (≤10%)","2022-06","Q2","2022-06","8.0","Unknown / Other","High (>$200M)",0
1383,"ZestMoney","Bengaluru","other","Karnataka","India","Asia","150","2023-12-05","100","150","0","FINANCE","Series C","120",2023,"12.98815675","77.62260004","Finance / Fintech","Medium","Very High (>50%)","2023-12","Q4","2023-12","100.0","Late Stage","Medium ($50–200M)",0
1379,"Zepz","London","other","England","UK","Europe","30","2023-11-30","2","1500","1470","FINANCE","Series E","700",2023,"51.4893335","-0.144055085","Finance / Fintech","Small","Low (≤10%)","2023-11","Q4","2023-11","2.0","Late Stage","High (>$200M)",0
540,"eToro","Tel Aviv","other","non","Israel","Asia","100","2022-07-05","6","1667","1567","FINANCE","Unknown","322",2022,"32.0852997","34.7818064","Finance / Fintech","Medium","Low (≤10%)","2022-07","Q3","2022-07","6.0","Unknown / Other","High (>$200M)",0
1367,"Hippo Insurance","Palo Alto","San Francisco Bay Area","California","USA","North America","120","2023-10-26","20","600","480","FINANCE","Post-IPO","1300",2023,"37.4443293","-122.1598465","Finance / Fintech","Medium","Medium (11–25%)","2023-10","Q4","2023-10","20.0","Public","High (>$200M)",0
544,"Thimble","New York City","other","New York","USA","North America","20","2022-07-05","33","61","41","FINANCE","Series A","28",2022,"40.7127281","-74.0060152","Finance / Fintech","Small","High (26–50%)","2022-07","Q3","2022-07","32.8","Early Stage","Low (<$50M)",0
1358,"C2FO","Kansas City","other","Kansas","USA","North America","80","2023-10-16","3","2667","2587","FINANCE","Series H","537",2023,"39.100105","-94.5781416","Finance / Fintech","Medium","Low (≤10%)","2023-10","Q4","2023-10","3.0","Other / Mid-Stage","High (>$200M)",0
552,"Next Insurance","Palo Alto","San Francisco Bay Area","California","USA","North America","150","2022-07-07","17","882","732","FINANCE","Series E","881",2022,"37.4443293","-122.1598465","Finance / Fintech","Medium","Medium (11–25%)","2022-07","Q3","2022-07","17.0","Late Stage","High (>$200M)",0
1356,"Lending Club","San Francisco","San Francisco Bay Area","California","USA","North America","172","2023-10-12","14","1229","1057","FINANCE","Post-IPO","392",2023,"37.7792588","-122.4193286","Finance / Fintech","Medium","Medium (11–25%)","2023-10","Q4","2023-10","14.0","Public","High (>$200M)",0
1353,"InvestCloud","Los Angeles","other","California","USA","North America","80","2023-10-06","5","1600","1520","FINANCE","Private Equity","54",2023,"34.0536909","-118.242766","Finance / Fintech","Medium","Low (≤10%)","2023-10","Q4","2023-10","5.0","Late Stage","Medium ($50–200M)",0
1348,"Synapse","San Francisco","San Francisco Bay Area","California","USA","North America","86","2023-10-02","40","215","129","FINANCE","Series B","50",2023,"37.7792588","-122.4193286","Finance / Fintech","Medium","High (26–50%)","2023-10","Q4","2023-10","40.0","Early Stage","Medium ($50–200M)",0
565,"Wave","Dakar","other","non","Senegal","Africa","300","2022-07-13","15","2000","1700","FINANCE","Series A","292",2022,"14.693425","-17.447938","Finance / Fintech","Large","Medium (11–25%)","2022-07","Q3","2022-07","15.0","Early Stage","High (>$200M)",1
